Club,Position,Starter_Name,Starter_Rating,Backup_Name,Backup_Rating,Gap
Sheffield United,Midfielder,O. Norwood,74,J. Fleck,73,1
Sheffield United,Attacker,L. Clarke,71,B. Sharp,71,0
FC Ingolstadt 04,Goalkeeper,M. Knaller,69,P. Heerwagen,64,5
FC Ingolstadt 04,Defender,M. Matip,73,T. Schröck,70,3
FC Ingolstadt 04,Midfielder,C. Träsch,74,S. Kittel,74,0
FC Ingolstadt 04,Attacker,D. Lezcano,72,C. Benschop,69,3
Estudiantes de La Plata,Goalkeeper,M. Andújar,74,D. Sappa,62,12
Estudiantes de La Plata,Defender,F. Sánchez,73,J. Schunke,72,1
Estudiantes de La Plata,Midfielder,L. Rodríguez,74,F. Zuqui,72,2
Estudiantes de La Plata,Attacker,L. Albertengo,71,M. Pavone,71,0
AIK,Goalkeeper,O. Linnér,70,B. Janošević,61,9
AIK,Defender,P. Karlsson,73,A. Milošević,71,2
AIK,Midfielder,K. Olsson,74,T. Elyounoussi,73,1
AIK,Attacker,H. Goitom,72,N. Stefanelli,67,5
Queens Park Rangers,Goalkeeper,M. Ingram,65,J. Lumley,64,1
Queens Park Rangers,Defender,T. Leistner,73,Àngel Rangel,72,1
Queens Park Rangers,Midfielder,L. Freeman,73,P. Wszołek,70,3
Queens Park Rangers,Attacker,T. Hemed,71,N. Wells,70,1
Suwon Samsung Bluewings,Goalkeeper,Shin Hwa Yong,73,No Dong Geon,65,8
Suwon Samsung Bluewings,Defender,Koo Ja Ryong,70,Jo Sung Jin,69,1
Suwon Samsung Bluewings,Midfielder,E. Saric,74,Kim Eun Sun,70,4
Suwon Samsung Bluewings,Attacker,Yeom Ki Hun,72,D. Damjanović,70,2
Heart of Midlothian,Goalkeeper,Z. Zlámal,69,C. Doyle,66,3
Heart of Midlothian,Defender,C. Berra,74,J. Souttar,70,4
Heart of Midlothian,Midfielder,S. Naismith,72,P. Haring,69,3
Heart of Midlothian,Attacker,S. MacLean,68,U. Ikpeazu,68,0
Reading,Goalkeeper,V. Mannone,70,A. Jaakkola,65,5
Reading,Defender,L. Moore,74,J. Obita,71,3
Reading,Midfielder,D. Meyler,69,S. Ezatolahi,68,1
Reading,Attacker,M. Barrow,72,J. Böðvarsson,70,2
FC Dallas,Goalkeeper,J. Gonzalez,67,J. Maurer,64,3
FC Dallas,Defender,M. Hedges,74,R. Ziegler,70,4
FC Dallas,Midfielder,A. Aguilar,74,M. Urruti,73,1
FC Dallas,Attacker,D. Badji,68,C. Colmán,67,1
Heracles Almelo,Goalkeeper,J. Blaswich,69,M. Brouwer,62,7
Heracles Almelo,Defender,R. Pröpper,69,W. Droste,68,1
Heracles Almelo,Midfielder,K. Peterson,71,M. Osman,68,3
Heracles Almelo,Attacker,B. Kuwas,74,Dalmau,68,6
Venezia FC,Goalkeeper,L. Lezzerini,66,D. Facchin,62,4
Venezia FC,Defender,S. Anđelković,74,M. Domizzi,71,3
Venezia FC,Midfielder,A. Schiavone,71,M. Falzerano,70,1
Venezia FC,Attacker,G. Litteri,71,Alex Geijo,69,2
CD Lugo,Goalkeeper,Juan Carlos,71,Alberto Varo,64,7
CD Lugo,Defender,Miguel Vieira,73,Bernardo,71,2
CD Lugo,Midfielder,Iriome,70,Pita,70,0
CD Lugo,Attacker,Cristian Herrera,72,Jona,70,2
Henan Jianye FC,Goalkeeper,Wu Yan,63,Wang Guoming,57,6
Henan Jianye FC,Defender,Gu Cao,66,Yang Kuo,63,3
Henan Jianye FC,Midfielder,Ivo,74,Wang Shangyuan,64,10
Henan Jianye FC,Attacker,C. Bassogog,74,Ricardo,73,1
Orlando City SC,Goalkeeper,J. Bendik,67,E. Edwards Jr.,61,6
Orlando City SC,Defender,L. Sané,74,A. Tarek,71,3
Orlando City SC,Midfielder,S. Kljestan,74,C. Higuita,70,4
Orlando City SC,Attacker,D. Dwyer,72,J. Villarreal,66,6
CA Osasuna,Goalkeeper,Sergio Herrera,71,Rubén,68,3
CA Osasuna,Defender,Nacho Vidal,71,Aridane,70,1
CA Osasuna,Midfielder,Juan Villar,73,Roberto Torres,72,1
CA Osasuna,Attacker,Brandon Thomas,72,Xisco,71,1
NAC Breda,Goalkeeper,B. van Leer,74,T. Zwarthoed,63,11
NAC Breda,Defender,P. van Anholt,69,M. Koch,67,2
NAC Breda,Midfielder,A. Kali,70,R. Mühren,68,2
Livorno,Goalkeeper,L. Mazzoni,70,L. Zima,64,6
Livorno,Defender,D. Dainelli,73,A. Gasbarro,67,6
Livorno,Midfielder,A. Diamanti,74,A. Luci,71,3
Livorno,Attacker,N. Giannetti,69,F. Raičević,67,2
Universidad de Chile,Goalkeeper,J. Herrera,73,F. De Paul,70,3
Universidad de Chile,Defender,Rafael Vaz,74,J. Beausejour,74,0
Universidad de Chile,Midfielder,D. Pizarro,73,Y. Soteldo,71,2
Universidad de Chile,Attacker,A. Henríquez,72,L. Benegas,70,2
Brøndby IF,Goalkeeper,M. Schwäbe,67,B. Bellot,64,3
Brøndby IF,Defender,P. Arajuuri,72,J. Larsson,71,1
Brøndby IF,Midfielder,H. Mukhtar,74,S. Tibbling,73,1
Brøndby IF,Attacker,K. Wilczek,73,U. Bech,68,5
Aberdeen,Goalkeeper,J. Lewis,73,T. Černý,66,7
Aberdeen,Defender,S. Logan,71,S. McKenna,69,2
Aberdeen,Midfielder,G. Shinnie,74,N. McGinn,71,3
Aberdeen,Attacker,S. May,67,J. Wilson,67,0
Defensa y Justicia,Goalkeeper,E. Unsain,72,N. Avellaneda,65,7
Defensa y Justicia,Defender,A. Barboza,72,L. Martínez,72,0
Defensa y Justicia,Midfielder,J. Gutiérrez,73,F. Cerro,72,1
Defensa y Justicia,Attacker,C. Rius,74,M. Larrondo,70,4
Atlético Tucumán,Goalkeeper,C. Lucchetti,71,A. Sánchez,67,4
Atlético Tucumán,Defender,B. Bianchi,73,J. San Román,70,3
Atlético Tucumán,Midfielder,R. Noir,72,G. Núñez,72,0
Atlético Tucumán,Attacker,L. Rodríguez,74,M. Matos,70,4
Blackburn Rovers,Goalkeeper,David Raya,70,J. Leutwiler,65,5
Blackburn Rovers,Defender,C. Mulgrew,72,D. Lenihan,70,2
Blackburn Rovers,Midfielder,B. Dack,74,H. Reed,71,3
Blackburn Rovers,Attacker,D. Graham,68,B. Brereton,68,0
SV Darmstadt 98,Goalkeeper,D. Heuer Fernandes,74,M. Grün,68,6
SV Darmstadt 98,Defender,A. Sulu,74,F. Holland,70,4
SV Darmstadt 98,Midfielder,J. Jones,74,M. Heller,73,1
SV Darmstadt 98,Attacker,F. Platte,70,S. Dursun,69,1
Moreirense FC,Goalkeeper,Jhonatan,69,Pedro Trigueira,67,2
Moreirense FC,Defender,Ruben Lima,74,João Aurélio,73,1
Moreirense FC,Midfielder,Fábio Pacheco,72,Chiquinho,72,0
Moreirense FC,Attacker,Pedro Nuno,72,Heriberto Tavares,71,1
Sanfrecce Hiroshima,Goalkeeper,T. Hayashi,69,R. Hironaga,60,9
Sanfrecce Hiroshima,Defender,H. Mizumoto,67,T. Wada,66,1
Sanfrecce Hiroshima,Midfielder,T. Aoyama,72,Y. Kashiwa,71,1
Sanfrecce Hiroshima,Attacker,Patric,74,B. Berisha,70,4
CD Numancia,Goalkeeper,Juan Carlos,68,Campos,61,7
CD Numancia,Defender,Marc Mateu,73,Dani Calvo,71,2
CD Numancia,Midfielder,P. Diamanka,74,Escassi,71,3
CD Numancia,Attacker,Guillermo,71,Y. Yeboah,68,3
KV Oostende,Goalkeeper,W. Dutoit,70,F. Ondoa,70,0
KV Oostende,Defender,N. Lombaerts,74,Z. Tomašević,73,1
KV Oostende,Midfielder,S. Coopman,72,Fernando Canesín,72,0
KV Oostende,Attacker,R. Živković,69,S. Guri,67,2
FC Utrecht,Goalkeeper,D. Jensen,73,N. Marsman,68,5
FC Utrecht,Defender,W. Janssen,73,T. Letschert,72,1
FC Utrecht,Midfielder,R. Strieder,72,S. van de Streek,72,0
FC Utrecht,Attacker,O. Tannane,74,J. Bahebeck,72,2
Vancouver Whitecaps FC,Goalkeeper,S. Marinović,68,B. Rowe,64,4
Vancouver Whitecaps FC,Defender,K. Waston,74,A. Maund,68,6
Vancouver Whitecaps FC,Midfielder,Felipe,72,A. Davies,72,0
Vancouver Whitecaps FC,Attacker,K. Kamara,74,Y. Reyna,70,4
Odense Boldklub,Goalkeeper,S. Grytebust,74,M. Sayouba,68,6
Odense Boldklub,Defender,R. Leeuwin,70,J. Tverskov,66,4
Odense Boldklub,Midfielder,J. Drachmann,68,K. Vacek,68,0
Odense Boldklub,Attacker,B. Kadrii,70,N. Helenius,68,2
SC Heerenveen,Goalkeeper,W. Hahn,74,F. Bednarek,68,6
SC Heerenveen,Defender,K. Pierie,68,D. Bulthuis,68,0
SC Heerenveen,Midfielder,S. Schaars,73,A. Zeneli,73,0
SC Heerenveen,Attacker,S. Lammers,71,N. Mihajlović,70,1
Racing Club de Lens,Goalkeeper,J. Leca,74,J. Vachoux,67,7
Racing Club de Lens,Defender,M. Tahrat,70,M. Haïdara,68,2
Racing Club de Lens,Midfielder,G. Gillet,72,W. Mesloub,71,1
Racing Club de Lens,Attacker,Y. Gomis,70,G. Kyei,69,1
Independiente Santa Fe,Goalkeeper,L. Castellanos,72,R. Zapata,69,3
Independiente Santa Fe,Defender,C. Arboleda,72,C. Henao,70,2
Independiente Santa Fe,Midfielder,L. Seijas,71,J. Roa,70,1
Independiente Santa Fe,Attacker,W. Morelo,74,C. Valencia,70,4
Sporting de Charleroi,Goalkeeper,N. Penneteau,73,R. Riou,71,2
Sporting de Charleroi,Defender,D. Dessoleil,72,G. Angella,72,0
Sporting de Charleroi,Midfielder,C. Benavente,74,M. Bruno,71,3
Sporting de Charleroi,Attacker,J. Perbet,71,A. Niane,71,0
Millonarios FC,Goalkeeper,W. Faríñez,73,R. Sánchez,64,9
Millonarios FC,Defender,A. Cadavid,71,J. Palacios,70,1
Millonarios FC,Midfielder,A. del Valle,74,C. Marrugo,73,1
Millonarios FC,Attacker,R. Ovelar,70,C. López,63,7
Sheffield Wednesday,Goalkeeper,K. Westwood,73,J. Wildsmith,66,7
Sheffield Wednesday,Defender,T. Lees,72,M. Hector,71,1
Sheffield Wednesday,Midfielder,A. Reach,73,S. Hutchinson,72,1
Sheffield Wednesday,Attacker,F. Forestieri,74,G. Hooper,73,1
Perugia,Goalkeeper,Gabrìel,74,N. Leali,70,4
Perugia,Defender,J. El Yamiq,71,N. Gyömbér,71,0
Perugia,Midfielder,V. Verre,71,R. Bianco,70,1
Perugia,Attacker,F. Melchiorri,72,Han Kwang Song,68,4
Daegu FC,Goalkeeper,Cho Hyun Woo,74,Choi Young Eun,57,17
Daegu FC,Defender,Hong Jeong Un,64,Kim Jin Hyuk,63,1
Daegu FC,Midfielder,Jeong Woo Jae,67,Ko Seung Beom,67,0
Daegu FC,Attacker,Edgar,68,Cesinha,67,1
Vélez Sarsfield,Goalkeeper,A. Domínguez,73,L. Hoyos,65,8
Vélez Sarsfield,Defender,F. Cubero,71,L. Giannetti,70,1
Vélez Sarsfield,Midfielder,G. Giménez,72,P. Galdames,70,2
Vélez Sarsfield,Attacker,M. Vargas,74,A. Bouzat,72,2
Grasshopper Club Zürich,Goalkeeper,H. Lindner,74,M. Matic,55,19
Grasshopper Club Zürich,Defender,A. Ajeti,67,J. Rhyner,65,2
Grasshopper Club Zürich,Midfielder,R. Sigurjónsson,72,R. Holzhauser,72,0
Grasshopper Club Zürich,Attacker,M. Djuricin,68,A. Pinga,61,7
Sivasspor,Goalkeeper,S. Rochet,69,A. Vural,69,0
Sivasspor,Defender,David Braz,73,Douglas,72,1
Sivasspor,Midfielder,G. Torje,73,D. N'Dinga,72,1
Sivasspor,Attacker,A. Koné,74,M. Demir,72,2
Nîmes Olympique,Goalkeeper,P. Bernardoni,72,B. Valette,66,6
Nîmes Olympique,Defender,A. Briançon,72,L. Landre,70,2
Nîmes Olympique,Midfielder,J. Ferri,74,S. Thioub,73,1
Nîmes Olympique,Attacker,B. Guillaume,70,R. Alioui,70,0
Rosenborg BK,Goalkeeper,A. Hansen,73,A. Østbø,65,8
Rosenborg BK,Defender,T. Reginiussen,73,B. Meling,70,3
Rosenborg BK,Midfielder,M. Jensen,74,A. Trondsen,71,3
Rosenborg BK,Attacker,N. Bendtner,72,S. Adegbenro,72,0
SK Sturm Graz,Goalkeeper,J. Siebenhandl,71,T. Schützenauer,63,8
SK Sturm Graz,Defender,D. Maresic,72,Filipe Ferreira,69,3
SK Sturm Graz,Midfielder,P. Žulj,74,S. Hierländer,71,3
SK Sturm Graz,Attacker,P. Hosiner,69,E. Eze,66,3
FC Metz,Goalkeeper,A. Oukidja,71,P. Delecroix,65,6
FC Metz,Defender,S. Sunzu,73,I. Balliu,72,1
FC Metz,Midfielder,R. Cohade,74,M. Gakpa,70,4
FC Metz,Attacker,F. Boulaya,72,H. Diallo,72,0
CD Universidad de Concepción,Goalkeeper,C. Muñoz,68,A. Salazar,68,0
CD Universidad de Concepción,Defender,S. Vittor,72,G. Mencia,68,4
CD Universidad de Concepción,Midfielder,P. Morales,74,F. Manríquez,73,1
CD Universidad de Concepción,Attacker,J. Benítez,70,J. Huentelaf,68,2
Hellas Verona,Goalkeeper,M. Silvestri,69,A. Tozzo,61,8
Hellas Verona,Defender,L. Marrone,73,A. Caracciolo,71,2
Hellas Verona,Midfielder,K. Laribi,70,M. Fossati,69,1
Hellas Verona,Attacker,A. Ragusa,74,G. Pazzini,73,1
Brisbane Roar,Goalkeeper,J. Young,67,B. White,56,11
Brisbane Roar,Defender,A. Papadopoulos,68,L. DeVere,68,0
Brisbane Roar,Midfielder,E. Bauthéac,74,B. Holman,69,5
Brisbane Roar,Attacker,A. Taggart,68,Henrique,65,3
CD Feirense,Goalkeeper,Caio Secco,73,Bruno Brígido,69,4
CD Feirense,Defender,A. Briseño,72,Flávio,71,1
CD Feirense,Midfielder,Tiago Silva,74,Crivellaro,71,3
CD Feirense,Attacker,Edinho,73,J. Valencia,67,6
Hull City,Goalkeeper,D. Marshall,71,G. Long,67,4
Hull City,Defender,T. Elphick,71,J. de Wijs,70,1
Hull City,Midfielder,K. Grosicki,73,M. Henriksen,71,2
Hull City,Attacker,F. Campbell,69,C. Martin,68,1
Waasland-Beveren,Goalkeeper,D. Roef,73,K. Debaty,63,10
Waasland-Beveren,Defender,M. Massop,66,V. Moren,66,0
Waasland-Beveren,Midfielder,N. Ampomah,70,R. Abdullah,69,1
Waasland-Beveren,Attacker,A. Vellios,69,A. Boljević,68,1
Neuchâtel Xamax,Goalkeeper,L. Walthert,62,M. Minder,55,7
Neuchâtel Xamax,Defender,J. Huyghebaert,66,M. Gomes,63,3
Neuchâtel Xamax,Midfielder,C. Doudin,66,G. Treand,65,1
Neuchâtel Xamax,Attacker,R. Nuzzolo,73,F. Nimani,66,7
Real Zaragoza,Goalkeeper,C. Álvarez,73,Ratón,69,4
Real Zaragoza,Defender,Guitián,72,S. Grippo,71,1
Real Zaragoza,Midfielder,Eguaras,71,Zapater,71,0
Real Zaragoza,Attacker,Jorge Pombo,72,Álvaro,72,0
CD Aves,Goalkeeper,Fábio,68,Q. Beunardeau,68,0
CD Aves,Defender,Carlos Ponck,73,Diego Galo,71,2
CD Aves,Midfielder,Vítor Gomes,72,Braga,70,2
CD Aves,Attacker,Nildo Petrolina,73,Amilton,73,0
Millwall,Goalkeeper,J. Archer,70,B. Amos,68,2
Millwall,Defender,S. Hutchinson,73,J. Cooper,71,2
Millwall,Midfielder,S. Williams,73,J. Wallace,71,2
Millwall,Attacker,L. Gregory,70,S. Morison,69,1
Unión de Santa Fe,Goalkeeper,N. Fernández,71,J. Papaleo,62,9
Unión de Santa Fe,Defender,Y. Gómez Andrade,73,J. Bottinelli,72,1
Unión de Santa Fe,Midfielder,N. Acevedo,73,D. Zabala,72,1
Unión de Santa Fe,Attacker,F. Soldano,73,F. Andrada,69,4
KAS Eupen,Goalkeeper,H. Van Crombrugge,73,B. Niasse,63,10
KAS Eupen,Defender,M. Pouraliganji,70,Xavi Molina,69,1
KAS Eupen,Midfielder,D. Milićević,72,Luis García,71,1
KAS Eupen,Attacker,Y. Toyokawa,69,C. Keita,69,0
Cádiz CF,Goalkeeper,Cifuentes,73,David Gil,60,13
Cádiz CF,Defender,Sergio Sánchez,72,Servando,69,3
Cádiz CF,Midfielder,Salvi Sánchez,73,Álex Fernández,72,1
Cádiz CF,Attacker,D. Lekić,71,Carrillo,68,3
FC Tokyo,Goalkeeper,A. Hayashi,68,T. Okubo,63,5
FC Tokyo,Defender,M. Morishige,72,Jang Hyeon Soo,69,3
FC Tokyo,Midfielder,Y. Takahagi,69,K. Higashi,69,0
FC Tokyo,Attacker,Diego Oliveira,73,Lins,71,2
CD Tenerife,Goalkeeper,Dani Hernández,71,Ángel Galván,65,6
CD Tenerife,Defender,Jorge Sáenz,70,Alberto,69,1
CD Tenerife,Midfielder,Luis Milla,73,Aitor Sanz,73,0
CD Tenerife,Attacker,Naranjo,72,Nano,70,2
1. FC Union Berlin,Goalkeeper,R. Gikiewicz,73,J. Busk,70,3
1. FC Union Berlin,Defender,K. Reichel,73,F. Hübner,72,1
1. FC Union Berlin,Midfielder,F. Kroos,72,M. Schmiedebach,72,0
1. FC Union Berlin,Attacker,R. Žulj,72,S. Polter,72,0
Al Fayha,Goalkeeper,C. Bonilla,69,M. Al Furayj,63,6
Al Fayha,Defender,A. Tziolis,70,Gégé,69,1
Al Fayha,Midfielder,J. Gómez,73,J. Ruiz,69,4
Al Fayha,Attacker,D. Asprilla,71,R. Fernández,70,1
AJ Auxerre,Goalkeeper,M. Michel,70,Q. Westberg,65,5
AJ Auxerre,Defender,F. Bellugou,71,S. Souprayen,69,2
AJ Auxerre,Midfielder,R. Philippoteaux,73,B. Ketkeophomphone,72,1
AJ Auxerre,Attacker,M. Yattara,70,Y. Merdji,68,2
Patriotas Boyacá FC,Goalkeeper,D. Martínez,68,A. Otero,65,3
Patriotas Boyacá FC,Defender,N. Carreño,70,J. Malagón,69,1
Patriotas Boyacá FC,Midfielder,O. Pérez,73,C. Mosquera,70,3
Patriotas Boyacá FC,Attacker,D. Álvarez,69,F. Ávila,65,4
Molde FK,Goalkeeper,A. Linde,69,Álex Craninx,64,5
Molde FK,Defender,V. Forren,73,R. Gabrielsen,68,5
Molde FK,Midfielder,B. Sarr,71,M. Eikrem,71,0
Molde FK,Attacker,E. Hestad,70,L. James,69,1
Bristol City,Goalkeeper,F. Fielding,69,N. Mäenpää,69,0
Bristol City,Defender,A. Webster,72,T. Kalas,72,0
Bristol City,Midfielder,M. Pack,72,J. Paterson,71,1
Bristol City,Attacker,F. Diedhiou,73,A. Weimann,72,1
CD Nacional,Goalkeeper,Daniel Guimarães,72,Lucas França,64,8
CD Nacional,Defender,Kalindi,70,Felipe,70,0
CD Nacional,Midfielder,F. Tissone,73,Jota,71,2
CD Nacional,Attacker,Camacho,72,B. Róchez,71,1
Sporting Lokeren,Goalkeeper,D. Verhulst,69,O. De Wolf,69,0
Sporting Lokeren,Defender,J. Filipović,72,O. Deschacht,71,1
Sporting Lokeren,Midfielder,G. Bia,73,J. Cevallos,71,2
Sporting Lokeren,Attacker,S. De Ridder,70,D. Jovanovic,68,2
FC St. Pauli,Goalkeeper,R. Himmelmann,70,K. Müller,64,6
FC St. Pauli,Defender,J. Dudziak,70,C. Avevor,70,0
FC St. Pauli,Midfielder,C. Buchtmann,73,M. Møller Dæhli,72,1
FC St. Pauli,Attacker,H. Veerman,70,S. Allagui,70,0
Deportes Iquique,Goalkeeper,R. Naranjo,67,L. Sotomayor,61,6
Deportes Iquique,Defender,M. Zenteno,68,N. Peñailillo,66,2
Deportes Iquique,Midfielder,L. Bustamante,73,J. Fuentes,68,5
Deportes Iquique,Attacker,R. Becerra,68,E. Pernía,65,3
Al Qadisiyah,Goalkeeper,F. Al Masrahi,64,J. Duncan,64,0
Al Qadisiyah,Defender,R. Williams,72,A. Falatah,66,6
Al Qadisiyah,Midfielder,Jorginho,70,Yago,67,3
Al Qadisiyah,Attacker,Élton,73,Bismark,70,3
Atlético Bucaramanga,Goalkeeper,L. Delgado,67,N. Ramos,67,0
Atlético Bucaramanga,Defender,F. Rodríguez,65,M. Torres,64,1
Atlético Bucaramanga,Midfielder,S. Cárdenas,73,C. Quintero,70,3
Atlético Bucaramanga,Attacker,M. Rangel,73,S. Romero,65,8
Club Atlético Tigre,Goalkeeper,A. Batalla,70,F. Crivelli,67,3
Club Atlético Tigre,Defender,I. Canuto,72,M. Caire,71,1
Club Atlético Tigre,Midfielder,W. Montillo,73,D. Morales,72,1
Club Atlético Tigre,Attacker,D. Vera,73,F. González,70,3
FK Austria Wien,Goalkeeper,P. Pentz,68,I. Lučić,62,6
FK Austria Wien,Defender,M. Madl,71,F. Klein,70,1
FK Austria Wien,Midfielder,A. Grünwald,73,Ewandro,71,2
FK Austria Wien,Attacker,A. Turgeman,68,K. Friesenbichler,68,0
Patronato,Goalkeeper,S. Bertoli,73,F. Costa,60,13
Patronato,Defender,B. Urribarri,70,L. Ceballos,69,1
Patronato,Midfielder,M. Sperduti,73,P. Ledesma,71,2
Patronato,Attacker,E. Rescaldani,69,N. Royón,63,6
Malmö FF,Goalkeeper,J. Dahlin,71,W. Viitala,63,8
Malmö FF,Defender,R. Bengtsson,73,S. Rieks,72,1
Malmö FF,Midfielder,A. Christiansen,73,F. Bachirou,73,0
Malmö FF,Attacker,M. Rosenberg,73,C. Strandberg,72,1
Kashiwa Reysol,Goalkeeper,K. Nakamura,71,K. Kirihata,58,13
Kashiwa Reysol,Defender,Nathan Otávio,70,D. Suzuki,69,1
Kashiwa Reysol,Midfielder,J. Ito,73,Kim Bo Kyung,70,3
Kashiwa Reysol,Attacker,Cristiano,73,M. Olunga,72,1
US Cremonese,Goalkeeper,B. Radunović,69,N. Ravaglia,66,3
US Cremonese,Defender,E. Terranova,73,Claiton,72,1
US Cremonese,Midfielder,M. Castagnetti,72,D. Croce,70,2
US Cremonese,Attacker,Paulinho,71,A. Montalto,68,3
VfL Bochum 1848,Goalkeeper,M. Riemann,69,F. Dornebusch,61,8
VfL Bochum 1848,Defender,Danilo,72,T. Hoogland,71,1
VfL Bochum 1848,Midfielder,R. Kruse,73,S. Sam,72,1
VfL Bochum 1848,Attacker,L. Hinterseer,73,S. Ganvoula,69,4
SK Rapid Wien,Goalkeeper,R. Strebinger,72,T. Knoflach,65,7
SK Rapid Wien,Defender,B. Bolingoli,73,C. Dibon,69,4
SK Rapid Wien,Midfielder,T. Murg,73,C. Knasmüllner,72,1
SK Rapid Wien,Attacker,D. Alar,73,A. Pavlović,65,8
KSV Cercle Brugge,Goalkeeper,P. Nardi,73,B. Vandenbussche,64,9
KSV Cercle Brugge,Defender,J. Taravel,70,N. Ueda,69,1
KSV Cercle Brugge,Midfielder,S. Gakpé,72,X. Mercier,71,1
KSV Cercle Brugge,Attacker,I. Cardona,69,D. De Belder,67,2
Rionegro Águilas,Goalkeeper,L. Álvarez,68,J. Valencia,64,4
Rionegro Águilas,Defender,D. Muñoz,71,C. Ramírez,71,0
Rionegro Águilas,Midfielder,F. Hinestroza,73,E. Arango,70,3
Rionegro Águilas,Attacker,H. Osorio,68,R. Caballero,66,2
Gimnàstic de Tarragona,Goalkeeper,Isaac Becerra,69,Bernabé,67,2
Gimnàstic de Tarragona,Defender,Iván López,73,Albentosa,72,1
Gimnàstic de Tarragona,Midfielder,Sebas Coris,71,Javi Márquez,70,1
Gimnàstic de Tarragona,Attacker,Manu Del Moral,72,Manu Barreiro,71,1
Lecce,Goalkeeper,M. Vigorito,67,M. Bleve,60,7
Lecce,Defender,F. Lucioni,73,L. Venuti,70,3
Lecce,Midfielder,F. Falco,70,T. Haye,67,3
Lecce,Attacker,A. La Mantia,68,S. Pettinari,67,1
Santa Clara,Goalkeeper,Marco Rocha,71,Serginho,67,4
Santa Clara,Defender,Patrick,71,João Lucas,70,1
Santa Clara,Midfielder,Bruno Lamas,72,O. Rashid,71,1
Santa Clara,Attacker,Thiago Santana,73,Ukra,71,2
BK Häcken,Goalkeeper,P. Abrahamsson,69,C. Källqvist,63,6
BK Häcken,Defender,R. Lindgren,69,K. Arkivuo,67,2
BK Häcken,Midfielder,D. Irandust,67,E. Friberg,67,0
BK Häcken,Attacker,Paulinho,73,A. Jeremejeff,68,5
New England Revolution,Goalkeeper,M. Turner,69,B. Knighton,65,4
New England Revolution,Defender,M. Mancienne,70,A. Farrell,69,1
New England Revolution,Midfielder,D. Fagundez,73,C. Penilla,71,2
New England Revolution,Attacker,T. Bunbury,70,F. Hollinger-Janzen,59,11
Orlando Pirates,Goalkeeper,B. Khuzwayo,70,W. Sandilands,69,1
Orlando Pirates,Defender,T. Matlaba,73,A. Mobara,72,1
Orlando Pirates,Midfielder,M. Makola,72,M. Nyatama,71,1
Orlando Pirates,Attacker,K. Mahachi,70,A. Mulenga,68,2
Atlético Huila,Goalkeeper,G. Banguera,73,B. Castillo,66,7
Atlético Huila,Defender,E. Segura,68,L. Tipton,65,3
Atlético Huila,Midfielder,M. Ordóñez,69,R. Tavera,68,1
Atlético Huila,Attacker,S. Herrera,63,M. Barreiro,63,0
Western Sydney Wanderers,Goalkeeper,V. Janjetović,66,D. Nizic,58,8
Western Sydney Wanderers,Defender,J. Risdon,72,P. Ziegler,69,3
Western Sydney Wanderers,Midfielder,A. Baumjohann,73,R. Mahazi,62,11
Western Sydney Wanderers,Attacker,Oriol Riera,71,R. Bonevacia,70,1
Kalmar FF,Goalkeeper,L. Hägg-Johansson,64,O. Söderberg,63,1
Kalmar FF,Defender,V. Elm,69,M. Dyrestam,65,4
Kalmar FF,Midfielder,R. Elm,73,Romário,67,6
Kalmar FF,Attacker,Nixon,68,E. Fejzullahu,66,2
Independiente Medellín,Goalkeeper,D. González,68,A. Mosquera,63,5
Independiente Medellín,Defender,E. Perlaza,71,J. Murillo,67,4
Independiente Medellín,Midfielder,A. Ricaurte,73,J. Blanco,69,4
Independiente Medellín,Attacker,G. Cano,73,L. Castro,70,3
Fortuna Sittard,Goalkeeper,A. Coșelev,67,A. Özer,64,3
Fortuna Sittard,Defender,W. Dammers,67,Mica Pinto,66,1
Fortuna Sittard,Midfielder,José Rodríguez,73,A. El Messaoudi,69,4
Fortuna Sittard,Attacker,Lisandro Semedo,71,A. Novakovich,68,3
Lech Poznań,Goalkeeper,M. Putnocký,68,J. Burić,67,1
Lech Poznań,Defender,R. Gumny,68,D. Goutas,67,1
Lech Poznań,Midfielder,João Amaral,73,M. Makuszewski,71,2
Lech Poznań,Attacker,C. Gytkjær,72,Dioni,63,9
Djurgårdens IF,Goalkeeper,A. Isaksson,70,T. Vaiho,61,9
Djurgårdens IF,Defender,E. Johansson,73,M. Danielson,70,3
Djurgårdens IF,Midfielder,K. Mrabti,71,F. Ulvestad,67,4
Djurgårdens IF,Attacker,N. Bärkroth,66,O. Eddahri,66,0
CF Reus Deportiu,Goalkeeper,Edgar Badía,73,Pol,64,9
CF Reus Deportiu,Defender,Borja Herrera,70,M. Villanueva,68,2
CF Reus Deportiu,Midfielder,Gus Ledes,70,Juan Dominguez,70,0
CF Reus Deportiu,Attacker,Linares,69,Ernest Forgás,62,7
SK Brann,Goalkeeper,S. Şahin-Radlinger,68,M. Olsen Pettersen,61,7
SK Brann,Defender,V. Wormgoor,73,B. Acosta,71,2
SK Brann,Midfielder,F. Haugen,70,R. Jenssen,70,0
SK Brann,Attacker,G. Koomson,68,L. Marengo,67,1
Ulsan Hyundai FC,Goalkeeper,Oh Seung Hoon,68,Kim Yong Dae,66,2
Ulsan Hyundai FC,Defender,R. Windbichler,70,Kang Min Soo,67,3
Ulsan Hyundai FC,Midfielder,Park Joo Ho,70,Jeong Jae Yong,70,0
